,name,template,physical_parent,date,time,path,level,Unit_Name,Subunit_Src_Sheet,Subunit_Name,comment
182,dino,dino,sprdino,NOT FOUND,NOT FOUND,NOT FOUND,4,sprdino,P_hier_seq,dino,sub_template:sprdino
191,,,sprubox,,,,4,sprubox,,,
192,plaubox,plaubox,sprubox,NOT FOUND,NOT FOUND,NOT FOUND,4,sprubox,F_plaubox,plaubox,No Subcell
193,scf_ubox,scf_ubox,sprubox,NOT FOUND,NOT FOUND,NOT FOUND,4,sprubox,P_hier_seq,scf_ubox,sub_template:sprubox
198,,,upi_1x,,,,4,upi_1x,,,
199,cms_upi_1x,cms3_ncap,upi_1x,NOT FOUND,NOT FOUND,NOT FOUND,4,upi_1x,F_cms3_ncap,cms3_ncap,No Subcell
200,hsphy_wrapper_p,hsphy_wrapper_p,upi_1x,NOT FOUND,NOT FOUND,NOT FOUND,4,upi_1x,F_hsphy_wrapper_p,hsphy_wrapper_p,No Subcell
201,ktigen3vnhp,ktigen3vnhp,upi_1x,2018-12-31,13:29:13.542295000,/p/hdk/archive/sdg74/noa/ktigen3vnhp/apr_noa/ICXSPXCCB0_IIN_VER_5/apr/outputs/ktigen3vnhp.apr_final.vg.gz,4,upi_1x,F_ktigen3vnhp,ktigen3vnhp,No Subcell
202,ktiphlnp,ktiphlnp,upi_1x,2019-01-16,23:38:53.828691000,/p/hdk/archive/sdg74/noa/ktiphlnp/apr_noa/ICXSPXCCB0_IIN_VER_16/apr/outputs/ktiphlnp.apr_final.vg.gz,4,upi_1x,F_ktiphlnp,ktiphlnp,No Subcell
203,m2upi_bgf_wrapper,m2upi_bgf_wrapper,upi_1x,NOT FOUND,NOT FOUND,NOT FOUND,4,upi_1x,F_m2upi_bgf_wrapper,m2upi_bgf_wrapper,No Subcell
204,m2upichp,m2upichp,upi_1x,2018-12-31,05:54:31.974928000,/p/hdk/archive/sdg74/noa/m2upichp/apr_noa/ICXSPXCCB0_IIN_VER_8/apr/outputs/m2upichp.apr_final.vg.gz,4,upi_1x,F_m2upichp,m2upichp,No Subcell
205,m2upiddp,m2upiddp,upi_1x,2018-12-31,07:44:40.400703000,/p/hdk/archive/sdg74/noa/m2upiddp/apr_noa/ICXSPXCCB0_IIN_VER_7/apr/outputs/m2upiddp.apr_final.vg.gz,4,upi_1x,F_m2upiddp,m2upiddp,No Subcell
206,miscp,miscp,upi_1x,2019-01-14,11:43:01.291459000,/p/hdk/archive/sdg74/noa/miscp/apr_noa/ICXSPXCCB0_IIN_VER_20/apr/outputs/miscp.apr_final.vg.gz,4,upi_1x,F_miscp,miscp,No Subcell
71,,,llchspr,,,,3,llchspr,,,
72,cha_chassisp,cha_chassisp,llchspr,2018-06-15,05:48:15.805156000,/p/hdk/archive/sdg74/noa/cha_chassisp/apr_noa/ICXSPXCCB0LATEST/apr/outputs/cha_chassisp.apr_final.vg.gz,3,llchspr,F_cha_chassisp,cha_chassisp,No Subcell
73,cha_datap,cha_datap,llchspr,2018-06-15,13:22:26.208225000,/p/hdk/archive/sdg74/noa/cha_datap/apr_noa/ICXSPXCCA0_SC__VER_139/apr/outputs/cha_datap.apr_final.vg.gz,3,llchspr,F_cha_datap,cha_datap,No Subcell
74,cha_pipep,cha_pipep,llchspr,NOT FOUND,NOT FOUND,NOT FOUND,3,llchspr,F_cha_pipep,cha_pipep,No Subcell
75,cha_pldp,cha_pldp,llchspr,2018-06-16,06:46:44.314992000,/p/hdk/archive/sdg74/noa/cha_pldp/apr_noa/ICXSPXCCA0_SC__VER_146/apr/outputs/cha_pldp.apr_final.vg.gz,3,llchspr,P_hier_seq,cha_pldp,sub_template:llchspr
76,llcp,llcp,llchspr,NOT FOUND,NOT FOUND,NOT FOUND,3,llchspr,P_hier_seq,llcp,sub_template:llchspr
77,sfp,sfp,llchspr,NOT FOUND,NOT FOUND,NOT FOUND,3,llchspr,P_hier_seq,sfp,sub_template:llchspr
25,,,mcddr_mee,,,,3,mcddr_mee,,,
26,mcchanddr1,mcchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,mcchanddr,sub_template:mcddr_mee
27,mcchanddr0,mcchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,mcchanddr,sub_template:mcddr_mee
28,parmcddbotddr,parmcddbotddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcddbotddr,parmcddbotddr,No Subcell
29,parmcdddcacheddr,parmcdddcacheddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,parmcdddcacheddr,sub_template:mcddr_mee
30,parmcddtcachemddr,parmcddtcachemddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,parmcddtcachemddr,sub_template:mcddr_mee
31,parmcddtcachenddr,parmcddtcachenddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,parmcddtcachenddr,sub_template:mcddr_mee
32,parmcddtcachesddr,parmcddtcachesddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcddtcachesddr,parmcddtcachesddr,No Subcell
33,parmcddtopddr,parmcddtopddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcddtopddr,parmcddtopddr,No Subcell
34,parmcdfxbgfddr,parmcdfxbgfddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcdfxbgfddr,parmcdfxbgfddr,No Subcell
35,parmcdfxinfddr,parmcdfxinfddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcdfxinfddr,parmcdfxinfddr,No Subcell
36,parmchchanddr,parmchchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmchchanddr,parmchchanddr,No Subcell
37,parmcsmeeddr1,parmcsmeeddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcsmeeddr,parmcsmeeddr,No Subcell
38,parmcsmeeddr0,parmcsmeeddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcsmeeddr,parmcsmeeddr,No Subcell
39,parmcvchanddr,parmcvchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcvchanddr,parmcvchanddr,No Subcell
322,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
323,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
324,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
325,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
326,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
333,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
334,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
335,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
336,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
337,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
343,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
344,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
345,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
346,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
347,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
7,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
2085,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
2086,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
2087,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
2088,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
60,,,scf_memddr,,,,3,scf_memddr,,,
61,cms3_tall,cms3_tall,scf_memddr,NOT FOUND,NOT FOUND,NOT FOUND,3,scf_memddr,F_cms3_tall,cms3_tall,No Subcell
62,parmmchas,parmmchas,scf_memddr,2019-01-14,14:50:03.257945000,/p/hdk/archive/sdg74/noa/parmmchas/apr_noa/ICXSPXCCB0_SC__VER_12/apr/outputs/parmmchas.apr_final.vg.gz,3,scf_memddr,F_parmmchas,parmmchas,No Subcell
63,parmmegr,parmmegr,scf_memddr,2019-01-08,10:57:16.476043000,/p/hdk/archive/sdg74/noa/parmmegr/apr_noa/ICXSPXCCB0_SC__VER_2/apr/outputs/parmmegr.apr_final.vg.gz,3,scf_memddr,F_parmmegr,parmmegr,No Subcell
64,parmmingr,parmmingr,scf_memddr,2018-11-11,10:39:15.701883000,/p/hdk/archive/sdg74/noa/parmmingr/apr_noa/ICXSPXCCB0_SC__VER_4/apr/outputs/parmmingr.apr_final.vg.gz,3,scf_memddr,F_parmmingr,parmmingr,No Subcell
97,,,sprmisc,,,,3,sprmisc,,,
98,fivrddra,fivrddra,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_fivrddra,fivrddra,No Subcell
99,gpio_sprsp,gpio_sprsp,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_gpio_sprsp,gpio_sprsp,No Subcell
100,ibl_ss,ibl_ss,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,P_hier_seq,ibl_ss,sub_template:sprmisc
101,miscfill0,miscfill0,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscfill0,miscfill0,No Subcell
102,miscfill1,miscfill1,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscfill1,miscfill1,No Subcell
103,miscvinf0,miscvinf0,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscvinf0,miscvinf0,No Subcell
104,miscvinf1,miscvinf1,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscvinf1,miscvinf1,No Subcell
105,punit,punit,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,P_hier_seq,punit,sub_template:sprmisc
106,sprcgu,sprcgu,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_sprcgu,sprcgu,No Subcell
107,sprfuse,sprfuse,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_sprfuse,sprfuse,No Subcell
108,sprglobal_misc,sprglobal_misc,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_sprglobal_misc,sprglobal_misc,No Subcell
122,,,sprxccnorth01,,,,3,sprxccnorth01,,,
123,dinochnvinf,dinochnvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_dinochnvinf,dinochnvinf,No Subcell
124,hca,hca,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,hca,sub_template:sprxccnorth01
125,hch0nfivr0,hch0nfivr0,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nfivr0,hch0nfivr0,No Subcell
126,hch0nfivr1,hch0nfivr1,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nfivr1,hch0nfivr1,No Subcell
127,hch0nvcfc,hch0nvcfc,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nvcfc,hch0nvcfc,No Subcell
128,hch0nvinf,hch0nvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nvinf,hch0nvinf,No Subcell
129,hch1nfivr,hch1nfivr,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch1nfivr,hch1nfivr,No Subcell
130,hch1nvcfc,hch1nvcfc,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch1nvcfc,hch1nvcfc,No Subcell
131,hch1nvinf,hch1nvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch1nvinf,hch1nvinf,No Subcell
132,sprxccnorth01__hchvmeshrpt,hchvmeshrpt,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hchvmeshrpt,hchvmeshrpt,No Subcell
133,north01fill1,north01fill1,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_north01fill1,north01fill1,No Subcell
134,north01fill2,north01fill2,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_north01fill2,north01fill2,No Subcell
135,sprxccnorth01__scf_dummy,scf_dummy,sprxccnorth01,2016-12-02,13:42:29.054620000,/p/hdk/archive/sdg74/noa/scf_dummy/apr_noa/ICXSPXCCA0_PDX_VER_7/apr/outputs/scf_dummy.apr_final.vg.gz,3,sprxccnorth01,P_hier_seq,scf_dummy,sub_template:sprxccnorth01
136,sprxccnorth01__scf_iocoh,scf_iocoh,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,scf_iocoh,sub_template:sprxccnorth01
137,sprdino,sprdino,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,sprdino,sub_template:sprxccnorth01
138,sprxccnorth01__sprhmeshjog,sprhmeshjog,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_sprhmeshjog,sprhmeshjog,No Subcell
139,sprubox,sprubox,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,sprubox,sub_template:sprxccnorth01
140,upi_1x,upi_1x,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,upi_1x,sub_template:sprxccnorth01
141,upinvinf,upinvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_upinvinf,upinvinf,No Subcell
207,,,sprxccnorth23,,,,3,sprxccnorth23,,,
208,hch23nvcfc,hch23nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch23nvcfc,hch23nvcfc,No Subcell
209,hch2nfivr,hch2nfivr,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch2nfivr,hch2nfivr,No Subcell
210,hch2nvcfc,hch2nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch2nvcfc,hch2nvcfc,No Subcell
211,hch2nvinf,hch2nvinf,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch2nvinf,hch2nvinf,No Subcell
212,hch3nfivr,hch3nfivr,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch3nfivr,hch3nfivr,No Subcell
213,hch3nvcfc,hch3nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch3nvcfc,hch3nvcfc,No Subcell
214,hch3nvinf,hch3nvinf,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch3nvinf,hch3nvinf,No Subcell
215,hch4nvcfc,hch4nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch4nvcfc,hch4nvcfc,No Subcell
216,hch4nvinf,hch4nvinf,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch4nvinf,hch4nvinf,No Subcell
217,sprxccnorth23__hchvmeshrpt,hchvmeshrpt,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hchvmeshrpt,hchvmeshrpt,No Subcell
218,mdf_c_h_0,mdf_c_h_0,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_mdf_c_h_0,mdf_c_h_0,No Subcell
219,sprxccnorth23__mdf_s_h_0,mdf_s_h_0,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,P_hier_seq,mdf_s_h_0,sub_template:sprxccnorth23
220,sprxccnorth23__mdfhfivr,mdfhfivr,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_mdfhfivr,mdfhfivr,No Subcell
221,north23fill0,north23fill0,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill0,north23fill0,No Subcell
222,north23fill1,north23fill1,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill1,north23fill1,No Subcell
223,north23fill2,north23fill2,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill2,north23fill2,No Subcell
224,north23fill3,north23fill3,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill3,north23fill3,No Subcell
225,pi5,pi5,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,P_hier_seq,pi5,sub_template:sprxccnorth23
226,sprxccnorth23__scf_dummy,scf_dummy,sprxccnorth23,2016-12-02,13:42:29.054620000,/p/hdk/archive/sdg74/noa/scf_dummy/apr_noa/ICXSPXCCA0_PDX_VER_7/apr/outputs/scf_dummy.apr_final.vg.gz,3,sprxccnorth23,P_hier_seq,scf_dummy,sub_template:sprxccnorth23
227,sprxccnorth23__scf_iocoh,scf_iocoh,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,P_hier_seq,scf_iocoh,sub_template:sprxccnorth23
228,sprxccnorth23__sprhmeshjog,sprhmeshjog,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_sprhmeshjog,sprhmeshjog,No Subcell
229,vchinf_mdf41,vchinf_mdf41,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_vchinf_mdf41,vchinf_mdf41,No Subcell
271,,,sprxccsouth01,,,,3,sprxccsouth01,,,
272,hch01svinf,hch01svinf,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,F_hch01svinf,hch01svinf,No Subcell
273,sprxccsouth01__mdf_c_v_0,mdf_c_v_0,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,F_mdf_c_v_0,mdf_c_v_0,No Subcell
274,sprxccsouth01__mdf_s_v_0,mdf_s_v_0,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,P_hier_seq,mdf_s_v_0,sub_template:sprxccsouth01
275,sprxccsouth01__mdfvfivr,mdfvfivr,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,F_mdfvfivr,mdfvfivr,No Subcell
281,,,sprxccsouth23,,,,3,sprxccsouth23,,,
282,hch23svinf,hch23svinf,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_hch23svinf,hch23svinf,No Subcell
283,sprxccsouth23__mdf_c_v_0,mdf_c_v_0,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_mdf_c_v_0,mdf_c_v_0,No Subcell
284,sprxccsouth23__mdf_s_v_0,mdf_s_v_0,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,P_hier_seq,mdf_s_v_0,sub_template:sprxccsouth23
285,sprxccsouth23__mdfvfivr,mdfvfivr,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_mdfvfivr,mdfvfivr,No Subcell
286,south23fill0,south23fill0,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_south23fill0,south23fill0,No Subcell
19,,,sprmcddr,,,,2,sprmcddr,,,
20,ddrchv,ddrchv,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,F_ddrchv,ddrchv,No Subcell
21,mcddr_mee,mcddr_mee,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,P_hier_seq,mcddr_mee,sub_template:sprmcddr
22,mcfivr,mcfivr,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,F_mcfivr,mcfivr,No Subcell
23,scf_memddr,scf_memddr,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,P_hier_seq,scf_memddr,sub_template:sprmcddr
24,sprddr,sprddr,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,F_sprddr,sprddr,No Subcell
65,,,sprtile,,,,2,sprtile,,,
66,corevinf,corevinf,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_corevinf,corevinf,No Subcell
67,fivrcore,fivrcore,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_fivrcore,fivrcore,No Subcell
68,llchspr,llchspr,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,P_hier_seq,llchspr,sub_template:sprtile
69,sprcore,sprcore,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_sprcore,sprcore,No Subcell
70,sprtilevcfc,sprtilevcfc,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_sprtilevcfc,sprtilevcfc,No Subcell
93,,,sprxccnorth,,,,2,sprxccnorth,,,
94,sprmisc,sprmisc,sprxccnorth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccnorth,P_hier_seq,sprmisc,sub_template:sprxccnorth
95,sprxccnorth01,sprxccnorth01,sprxccnorth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccnorth,P_hier_seq,sprxccnorth01,sub_template:sprxccnorth
96,sprxccnorth23,sprxccnorth23,sprxccnorth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccnorth,P_hier_seq,sprxccnorth23,sub_template:sprxccnorth
268,,,sprxccsouth,,,,2,sprxccsouth,,,
269,sprxccsouth01,sprxccsouth01,sprxccsouth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccsouth,P_hier_seq,sprxccsouth01,sub_template:sprxccsouth
270,sprxccsouth23,sprxccsouth23,sprxccsouth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccsouth,P_hier_seq,sprxccsouth23,sub_template:sprxccsouth
292,,,vch02,,,,2,vch02,,,
293,vch02__coreckpar02,coreckpar02,vch02,NOT FOUND,NOT FOUND,NOT FOUND,2,vch02,F_coreckpar02,coreckpar02,No Subcell
294,vch02__vchinf_corepair,vchinf_corepair,vch02,NOT FOUND,NOT FOUND,NOT FOUND,2,vch02,F_vchinf_corepair,vchinf_corepair,No Subcell
295,,,vch03,,,,2,vch03,,,
296,vch03__coreckpar03,coreckpar03,vch03,NOT FOUND,NOT FOUND,NOT FOUND,2,vch03,F_coreckpar03,coreckpar03,No Subcell
297,mctilecfc0,mctilecfc0,vch03,NOT FOUND,NOT FOUND,NOT FOUND,2,vch03,F_mctilecfc0,mctilecfc0,No Subcell
298,vchinf_mc,vchinf_mc,vch03,NOT FOUND,NOT FOUND,NOT FOUND,2,vch03,F_vchinf_mc,vchinf_mc,No Subcell
299,,,vch04,,,,2,vch04,,,
300,vch04__coreckpar04,coreckpar04,vch04,NOT FOUND,NOT FOUND,NOT FOUND,2,vch04,F_coreckpar04,coreckpar04,No Subcell
301,vch04__vchinf_corepair,vchinf_corepair,vch04,NOT FOUND,NOT FOUND,NOT FOUND,2,vch04,F_vchinf_corepair,vchinf_corepair,No Subcell
302,,,vch05,,,,2,vch05,,,
303,vch05__coreckpar05,coreckpar05,vch05,NOT FOUND,NOT FOUND,NOT FOUND,2,vch05,F_coreckpar05,coreckpar05,No Subcell
304,vch05__vchinf_corepair,vchinf_corepair,vch05,NOT FOUND,NOT FOUND,NOT FOUND,2,vch05,F_vchinf_corepair,vchinf_corepair,No Subcell
305,,,vch22,,,,2,vch22,,,
306,vch22__coreckpar02,coreckpar02,vch22,NOT FOUND,NOT FOUND,NOT FOUND,2,vch22,F_coreckpar02,coreckpar02,No Subcell
307,vch22__vchinf_center,vchinf_center,vch22,NOT FOUND,NOT FOUND,NOT FOUND,2,vch22,F_vchinf_center,vchinf_center,No Subcell
308,,,vch23,,,,2,vch23,,,
309,vch23__coreckpar03,coreckpar03,vch23,NOT FOUND,NOT FOUND,NOT FOUND,2,vch23,F_coreckpar03,coreckpar03,No Subcell
310,vch23__vchinf_center,vchinf_center,vch23,NOT FOUND,NOT FOUND,NOT FOUND,2,vch23,F_vchinf_center,vchinf_center,No Subcell
311,,,vch24,,,,2,vch24,,,
312,vch24__coreckpar04,coreckpar04,vch24,NOT FOUND,NOT FOUND,NOT FOUND,2,vch24,F_coreckpar04,coreckpar04,No Subcell
313,vch24__vchinf_center,vchinf_center,vch24,NOT FOUND,NOT FOUND,NOT FOUND,2,vch24,F_vchinf_center,vchinf_center,No Subcell
314,,,vch25,,,,2,vch25,,,
315,vch25__coreckpar05,coreckpar05,vch25,NOT FOUND,NOT FOUND,NOT FOUND,2,vch25,F_coreckpar05,coreckpar05,No Subcell
316,vch25__vchinf_center,vchinf_center,vch25,NOT FOUND,NOT FOUND,NOT FOUND,2,vch25,F_vchinf_center,vchinf_center,No Subcell
317,,,vch42,,,,2,vch42,,,
318,vch42__mdf_s_h_0,mdf_s_h_0,vch42,NOT FOUND,NOT FOUND,NOT FOUND,2,vch42,P_hier_seq,mdf_s_h_0,sub_template:vch42
