,name,template,physical_parent,date,time,path,level,Unit_Name,Subunit_Src_Sheet,Subunit_Name,comment
200,ktiphlnp,ktiphlnp,upi_1x,2019-01-31,06:43:27.978360000,/p/hdk/archive/sdg74/noa/ktiphlnp/apr_noa/ICXSPXCCB0_IIN_VER_17/apr/outputs/ktiphlnp.apr_final.vg.gz,4,upi_1x,F_ktiphlnp,ktiphlnp,No Subcell
201,m2upi_bgf_wrapper,m2upi_bgf_wrapper,upi_1x,NOT FOUND,NOT FOUND,NOT FOUND,4,upi_1x,F_m2upi_bgf_wrapper,m2upi_bgf_wrapper,No Subcell
202,m2upichp,m2upichp,upi_1x,2018-12-31,05:54:31.974928000,/p/hdk/archive/sdg74/noa/m2upichp/apr_noa/ICXSPXCCB0_IIN_VER_8/apr/outputs/m2upichp.apr_final.vg.gz,4,upi_1x,F_m2upichp,m2upichp,No Subcell
203,m2upiddp,m2upiddp,upi_1x,2018-12-31,07:44:40.400703000,/p/hdk/archive/sdg74/noa/m2upiddp/apr_noa/ICXSPXCCB0_IIN_VER_7/apr/outputs/m2upiddp.apr_final.vg.gz,4,upi_1x,F_m2upiddp,m2upiddp,No Subcell
204,miscp,miscp,upi_1x,2019-02-04,01:47:36.773759000,/p/hdk/archive/sdg74/noa/miscp/apr_noa/ICXSPXCCB0_IIN_VER_21/apr/outputs/miscp.apr_final.vg.gz,4,upi_1x,F_miscp,miscp,No Subcell
71,,,llchspr,,,,3,llchspr,,,
72,cha_chassisp,cha_chassisp,llchspr,2018-06-15,05:48:15.805156000,/p/hdk/archive/sdg74/noa/cha_chassisp/apr_noa/ICXSPXCCB0LATEST/apr/outputs/cha_chassisp.apr_final.vg.gz,3,llchspr,F_cha_chassisp,cha_chassisp,No Subcell
73,cha_datap,cha_datap,llchspr,2018-06-15,13:22:26.208225000,/p/hdk/archive/sdg74/noa/cha_datap/apr_noa/ICXSPXCCA0_SC__VER_139/apr/outputs/cha_datap.apr_final.vg.gz,3,llchspr,F_cha_datap,cha_datap,No Subcell
74,cha_pipep,cha_pipep,llchspr,NOT FOUND,NOT FOUND,NOT FOUND,3,llchspr,F_cha_pipep,cha_pipep,No Subcell
75,cha_pldp,cha_pldp,llchspr,2018-06-16,06:46:44.314992000,/p/hdk/archive/sdg74/noa/cha_pldp/apr_noa/ICXSPXCCA0_SC__VER_146/apr/outputs/cha_pldp.apr_final.vg.gz,3,llchspr,F_cha_pldp,cha_pldp,No Subcell
76,llcp,llcp,llchspr,NOT FOUND,NOT FOUND,NOT FOUND,3,llchspr,P_hier_seq,llcp,sub_template:llchspr
77,sfp,sfp,llchspr,NOT FOUND,NOT FOUND,NOT FOUND,3,llchspr,P_hier_seq,sfp,sub_template:llchspr
25,,,mcddr_mee,,,,3,mcddr_mee,,,
26,mcchanddr1,mcchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,mcchanddr,sub_template:mcddr_mee
27,mcchanddr0,mcchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,mcchanddr,sub_template:mcddr_mee
28,parmcddbotddr,parmcddbotddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcddbotddr,parmcddbotddr,No Subcell
29,parmcdddcacheddr,parmcdddcacheddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,parmcdddcacheddr,sub_template:mcddr_mee
30,parmcddtcachemddr,parmcddtcachemddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,parmcddtcachemddr,sub_template:mcddr_mee
31,parmcddtcachenddr,parmcddtcachenddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,P_hier_seq,parmcddtcachenddr,sub_template:mcddr_mee
32,parmcddtcachesddr,parmcddtcachesddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcddtcachesddr,parmcddtcachesddr,No Subcell
33,parmcddtopddr,parmcddtopddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcddtopddr,parmcddtopddr,No Subcell
34,parmcdfxbgfddr,parmcdfxbgfddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcdfxbgfddr,parmcdfxbgfddr,No Subcell
35,parmcdfxinfddr,parmcdfxinfddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcdfxinfddr,parmcdfxinfddr,No Subcell
36,parmchchanddr,parmchchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmchchanddr,parmchchanddr,No Subcell
37,parmcsmeeddr1,parmcsmeeddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcsmeeddr,parmcsmeeddr,No Subcell
38,parmcsmeeddr0,parmcsmeeddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcsmeeddr,parmcsmeeddr,No Subcell
39,parmcvchanddr,parmcvchanddr,mcddr_mee,NOT FOUND,NOT FOUND,NOT FOUND,3,mcddr_mee,F_parmcvchanddr,parmcvchanddr,No Subcell
320,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
321,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
322,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
323,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
324,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
331,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
332,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
333,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
334,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
335,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
341,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
342,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
343,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
344,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
345,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
7,,,mdf_s_h_0,,,,3,mdf_s_h_0,,,
2086,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
2087,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
2088,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
2089,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,3,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
60,,,scf_memddr,,,,3,scf_memddr,,,
61,cms3_tall,cms3_tall,scf_memddr,NOT FOUND,NOT FOUND,NOT FOUND,3,scf_memddr,F_cms3_tall,cms3_tall,No Subcell
62,parmmchas,parmmchas,scf_memddr,2019-01-14,14:50:03.257945000,/p/hdk/archive/sdg74/noa/parmmchas/apr_noa/ICXSPXCCB0_SC__VER_12/apr/outputs/parmmchas.apr_final.vg.gz,3,scf_memddr,F_parmmchas,parmmchas,No Subcell
63,parmmegr,parmmegr,scf_memddr,2019-01-08,10:57:16.476043000,/p/hdk/archive/sdg74/noa/parmmegr/apr_noa/ICXSPXCCB0_SC__VER_2/apr/outputs/parmmegr.apr_final.vg.gz,3,scf_memddr,F_parmmegr,parmmegr,No Subcell
64,parmmingr,parmmingr,scf_memddr,2018-11-11,10:39:15.701883000,/p/hdk/archive/sdg74/noa/parmmingr/apr_noa/ICXSPXCCB0_SC__VER_4/apr/outputs/parmmingr.apr_final.vg.gz,3,scf_memddr,F_parmmingr,parmmingr,No Subcell
95,,,sprmisc,,,,3,sprmisc,,,
96,fivrddra,fivrddra,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_fivrddra,fivrddra,No Subcell
97,gpio_sprsp,gpio_sprsp,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_gpio_sprsp,gpio_sprsp,No Subcell
98,ibl_ss,ibl_ss,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,P_hier_seq,ibl_ss,sub_template:sprmisc
99,miscfill0,miscfill0,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscfill0,miscfill0,No Subcell
100,miscfill1,miscfill1,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscfill1,miscfill1,No Subcell
101,miscvinf0,miscvinf0,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscvinf0,miscvinf0,No Subcell
102,miscvinf1,miscvinf1,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_miscvinf1,miscvinf1,No Subcell
103,punit,punit,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,P_hier_seq,punit,sub_template:sprmisc
104,sprcgu,sprcgu,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_sprcgu,sprcgu,No Subcell
105,sprfuse,sprfuse,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_sprfuse,sprfuse,No Subcell
106,sprglobal_misc,sprglobal_misc,sprmisc,NOT FOUND,NOT FOUND,NOT FOUND,3,sprmisc,F_sprglobal_misc,sprglobal_misc,No Subcell
120,,,sprxccnorth01,,,,3,sprxccnorth01,,,
121,dinochnvinf,dinochnvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_dinochnvinf,dinochnvinf,No Subcell
122,hca,hca,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,hca,sub_template:sprxccnorth01
123,hch0nfivr0,hch0nfivr0,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nfivr0,hch0nfivr0,No Subcell
124,hch0nfivr1,hch0nfivr1,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nfivr1,hch0nfivr1,No Subcell
125,hch0nvcfc,hch0nvcfc,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nvcfc,hch0nvcfc,No Subcell
126,hch0nvinf,hch0nvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch0nvinf,hch0nvinf,No Subcell
127,hch1nfivr,hch1nfivr,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch1nfivr,hch1nfivr,No Subcell
128,hch1nvcfc,hch1nvcfc,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch1nvcfc,hch1nvcfc,No Subcell
129,hch1nvinf,hch1nvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hch1nvinf,hch1nvinf,No Subcell
130,sprxccnorth01__hchvmeshrpt,hchvmeshrpt,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_hchvmeshrpt,hchvmeshrpt,No Subcell
131,north01fill1,north01fill1,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_north01fill1,north01fill1,No Subcell
132,north01fill2,north01fill2,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_north01fill2,north01fill2,No Subcell
133,sprxccnorth01__scf_dummy,scf_dummy,sprxccnorth01,2016-12-02,13:42:29.054620000,/p/hdk/archive/sdg74/noa/scf_dummy/apr_noa/ICXSPXCCA0_PDX_VER_7/apr/outputs/scf_dummy.apr_final.vg.gz,3,sprxccnorth01,P_hier_seq,scf_dummy,sub_template:sprxccnorth01
134,sprxccnorth01__scf_iocoh,scf_iocoh,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,scf_iocoh,sub_template:sprxccnorth01
135,sprdino,sprdino,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,sprdino,sub_template:sprxccnorth01
136,sprxccnorth01__sprhmeshjog,sprhmeshjog,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_sprhmeshjog,sprhmeshjog,No Subcell
137,sprubox,sprubox,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,sprubox,sub_template:sprxccnorth01
138,upi_1x,upi_1x,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,P_hier_seq,upi_1x,sub_template:sprxccnorth01
139,upinvinf,upinvinf,sprxccnorth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth01,F_upinvinf,upinvinf,No Subcell
205,,,sprxccnorth23,,,,3,sprxccnorth23,,,
206,hch23nvcfc,hch23nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch23nvcfc,hch23nvcfc,No Subcell
207,hch2nfivr,hch2nfivr,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch2nfivr,hch2nfivr,No Subcell
208,hch2nvcfc,hch2nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch2nvcfc,hch2nvcfc,No Subcell
209,hch2nvinf,hch2nvinf,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch2nvinf,hch2nvinf,No Subcell
210,hch3nfivr,hch3nfivr,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch3nfivr,hch3nfivr,No Subcell
211,hch3nvcfc,hch3nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch3nvcfc,hch3nvcfc,No Subcell
212,hch3nvinf,hch3nvinf,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch3nvinf,hch3nvinf,No Subcell
213,hch4nvcfc,hch4nvcfc,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch4nvcfc,hch4nvcfc,No Subcell
214,hch4nvinf,hch4nvinf,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hch4nvinf,hch4nvinf,No Subcell
215,sprxccnorth23__hchvmeshrpt,hchvmeshrpt,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_hchvmeshrpt,hchvmeshrpt,No Subcell
216,mdf_c_h_0,mdf_c_h_0,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_mdf_c_h_0,mdf_c_h_0,No Subcell
217,sprxccnorth23__mdf_s_h_0,mdf_s_h_0,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,P_hier_seq,mdf_s_h_0,sub_template:sprxccnorth23
218,sprxccnorth23__mdfhfivr,mdfhfivr,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_mdfhfivr,mdfhfivr,No Subcell
219,north23fill0,north23fill0,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill0,north23fill0,No Subcell
220,north23fill1,north23fill1,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill1,north23fill1,No Subcell
221,north23fill2,north23fill2,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill2,north23fill2,No Subcell
222,north23fill3,north23fill3,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_north23fill3,north23fill3,No Subcell
223,pi5,pi5,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,P_hier_seq,pi5,sub_template:sprxccnorth23
224,sprxccnorth23__scf_dummy,scf_dummy,sprxccnorth23,2016-12-02,13:42:29.054620000,/p/hdk/archive/sdg74/noa/scf_dummy/apr_noa/ICXSPXCCA0_PDX_VER_7/apr/outputs/scf_dummy.apr_final.vg.gz,3,sprxccnorth23,P_hier_seq,scf_dummy,sub_template:sprxccnorth23
225,sprxccnorth23__scf_iocoh,scf_iocoh,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,P_hier_seq,scf_iocoh,sub_template:sprxccnorth23
226,sprxccnorth23__sprhmeshjog,sprhmeshjog,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_sprhmeshjog,sprhmeshjog,No Subcell
227,vchinf_mdf41,vchinf_mdf41,sprxccnorth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccnorth23,F_vchinf_mdf41,vchinf_mdf41,No Subcell
269,,,sprxccsouth01,,,,3,sprxccsouth01,,,
270,hch01svinf,hch01svinf,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,F_hch01svinf,hch01svinf,No Subcell
271,sprxccsouth01__mdf_c_v_0,mdf_c_v_0,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,F_mdf_c_v_0,mdf_c_v_0,No Subcell
272,sprxccsouth01__mdf_s_v_0,mdf_s_v_0,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,P_hier_seq,mdf_s_v_0,sub_template:sprxccsouth01
273,sprxccsouth01__mdfvfivr,mdfvfivr,sprxccsouth01,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth01,F_mdfvfivr,mdfvfivr,No Subcell
279,,,sprxccsouth23,,,,3,sprxccsouth23,,,
280,hch23svinf,hch23svinf,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_hch23svinf,hch23svinf,No Subcell
281,sprxccsouth23__mdf_c_v_0,mdf_c_v_0,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_mdf_c_v_0,mdf_c_v_0,No Subcell
282,sprxccsouth23__mdf_s_v_0,mdf_s_v_0,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,P_hier_seq,mdf_s_v_0,sub_template:sprxccsouth23
283,sprxccsouth23__mdfvfivr,mdfvfivr,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_mdfvfivr,mdfvfivr,No Subcell
284,south23fill0,south23fill0,sprxccsouth23,NOT FOUND,NOT FOUND,NOT FOUND,3,sprxccsouth23,F_south23fill0,south23fill0,No Subcell
19,,,sprmcddr,,,,2,sprmcddr,,,
20,ddrchv,ddrchv,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,F_ddrchv,ddrchv,No Subcell
21,mcddr_mee,mcddr_mee,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,P_hier_seq,mcddr_mee,sub_template:sprmcddr
22,mcfivr,mcfivr,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,F_mcfivr,mcfivr,No Subcell
23,scf_memddr,scf_memddr,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,P_hier_seq,scf_memddr,sub_template:sprmcddr
24,sprddr,sprddr,sprmcddr,NOT FOUND,NOT FOUND,NOT FOUND,2,sprmcddr,F_sprddr,sprddr,No Subcell
65,,,sprtile,,,,2,sprtile,,,
66,corevinf,corevinf,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_corevinf,corevinf,No Subcell
67,fivrcore,fivrcore,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_fivrcore,fivrcore,No Subcell
68,llchspr,llchspr,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,P_hier_seq,llchspr,sub_template:sprtile
69,sprcore,sprcore,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_sprcore,sprcore,No Subcell
70,sprtilevcfc,sprtilevcfc,sprtile,NOT FOUND,NOT FOUND,NOT FOUND,2,sprtile,F_sprtilevcfc,sprtilevcfc,No Subcell
91,,,sprxccnorth,,,,2,sprxccnorth,,,
92,sprmisc,sprmisc,sprxccnorth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccnorth,P_hier_seq,sprmisc,sub_template:sprxccnorth
93,sprxccnorth01,sprxccnorth01,sprxccnorth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccnorth,P_hier_seq,sprxccnorth01,sub_template:sprxccnorth
94,sprxccnorth23,sprxccnorth23,sprxccnorth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccnorth,P_hier_seq,sprxccnorth23,sub_template:sprxccnorth
266,,,sprxccsouth,,,,2,sprxccsouth,,,
267,sprxccsouth01,sprxccsouth01,sprxccsouth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccsouth,P_hier_seq,sprxccsouth01,sub_template:sprxccsouth
268,sprxccsouth23,sprxccsouth23,sprxccsouth,NOT FOUND,NOT FOUND,NOT FOUND,2,sprxccsouth,P_hier_seq,sprxccsouth23,sub_template:sprxccsouth
290,,,vch02,,,,2,vch02,,,
291,vch02__coreckpar02,coreckpar02,vch02,NOT FOUND,NOT FOUND,NOT FOUND,2,vch02,F_coreckpar02,coreckpar02,No Subcell
292,vch02__vchinf_corepair,vchinf_corepair,vch02,NOT FOUND,NOT FOUND,NOT FOUND,2,vch02,F_vchinf_corepair,vchinf_corepair,No Subcell
293,,,vch03,,,,2,vch03,,,
294,vch03__coreckpar03,coreckpar03,vch03,NOT FOUND,NOT FOUND,NOT FOUND,2,vch03,F_coreckpar03,coreckpar03,No Subcell
295,mctilecfc0,mctilecfc0,vch03,NOT FOUND,NOT FOUND,NOT FOUND,2,vch03,F_mctilecfc0,mctilecfc0,No Subcell
296,vchinf_mc,vchinf_mc,vch03,NOT FOUND,NOT FOUND,NOT FOUND,2,vch03,F_vchinf_mc,vchinf_mc,No Subcell
297,,,vch04,,,,2,vch04,,,
298,vch04__coreckpar04,coreckpar04,vch04,NOT FOUND,NOT FOUND,NOT FOUND,2,vch04,F_coreckpar04,coreckpar04,No Subcell
299,vch04__vchinf_corepair,vchinf_corepair,vch04,NOT FOUND,NOT FOUND,NOT FOUND,2,vch04,F_vchinf_corepair,vchinf_corepair,No Subcell
300,,,vch05,,,,2,vch05,,,
301,vch05__coreckpar05,coreckpar05,vch05,NOT FOUND,NOT FOUND,NOT FOUND,2,vch05,F_coreckpar05,coreckpar05,No Subcell
302,vch05__vchinf_corepair,vchinf_corepair,vch05,NOT FOUND,NOT FOUND,NOT FOUND,2,vch05,F_vchinf_corepair,vchinf_corepair,No Subcell
303,,,vch22,,,,2,vch22,,,
304,vch22__coreckpar02,coreckpar02,vch22,NOT FOUND,NOT FOUND,NOT FOUND,2,vch22,F_coreckpar02,coreckpar02,No Subcell
305,vch22__vchinf_center,vchinf_center,vch22,NOT FOUND,NOT FOUND,NOT FOUND,2,vch22,F_vchinf_center,vchinf_center,No Subcell
306,,,vch23,,,,2,vch23,,,
307,vch23__coreckpar03,coreckpar03,vch23,NOT FOUND,NOT FOUND,NOT FOUND,2,vch23,F_coreckpar03,coreckpar03,No Subcell
308,vch23__vchinf_center,vchinf_center,vch23,NOT FOUND,NOT FOUND,NOT FOUND,2,vch23,F_vchinf_center,vchinf_center,No Subcell
309,,,vch24,,,,2,vch24,,,
310,vch24__coreckpar04,coreckpar04,vch24,NOT FOUND,NOT FOUND,NOT FOUND,2,vch24,F_coreckpar04,coreckpar04,No Subcell
311,vch24__vchinf_center,vchinf_center,vch24,NOT FOUND,NOT FOUND,NOT FOUND,2,vch24,F_vchinf_center,vchinf_center,No Subcell
312,,,vch25,,,,2,vch25,,,
313,vch25__coreckpar05,coreckpar05,vch25,NOT FOUND,NOT FOUND,NOT FOUND,2,vch25,F_coreckpar05,coreckpar05,No Subcell
314,vch25__vchinf_center,vchinf_center,vch25,NOT FOUND,NOT FOUND,NOT FOUND,2,vch25,F_vchinf_center,vchinf_center,No Subcell
315,,,vch42,,,,2,vch42,,,
316,vch42__mdf_s_h_0,mdf_s_h_0,vch42,NOT FOUND,NOT FOUND,NOT FOUND,2,vch42,P_hier_seq,mdf_s_h_0,sub_template:vch42
317,mdfckpar42,mdfckpar42,vch42,NOT FOUND,NOT FOUND,NOT FOUND,2,vch42,F_mdfckpar42,mdfckpar42,No Subcell
318,vchcfc_mdf42,vchcfc_mdf42,vch42,NOT FOUND,NOT FOUND,NOT FOUND,2,vch42,F_vchcfc_mdf42,vchcfc_mdf42,No Subcell
319,vchinf_mdf42,vchinf_mdf42,vch42,NOT FOUND,NOT FOUND,NOT FOUND,2,vch42,F_vchinf_mdf42,vchinf_mdf42,No Subcell
325,,,vch43,,,,2,vch43,,,
326,vch43__mdf_s_h_0,mdf_s_h_0,vch43,NOT FOUND,NOT FOUND,NOT FOUND,2,vch43,P_hier_seq,mdf_s_h_0,sub_template:vch43
327,mdfckpar43,mdfckpar43,vch43,NOT FOUND,NOT FOUND,NOT FOUND,2,vch43,F_mdfckpar43,mdfckpar43,No Subcell
328,vch43__mdfhfivr,mdfhfivr,vch43,NOT FOUND,NOT FOUND,NOT FOUND,2,vch43,F_mdfhfivr,mdfhfivr,No Subcell
329,vchcfc_mdf43,vchcfc_mdf43,vch43,NOT FOUND,NOT FOUND,NOT FOUND,2,vch43,F_vchcfc_mdf43,vchcfc_mdf43,No Subcell
