,name,template,physical_parent,date,time,path,level,Unit_Name,Subunit_Src_Sheet,Subunit_Name,comment
170,par_hqm_list_sel_pipe,par_hqm_list_sel_pipe,hqm,2019-06-26,19:57:05.531243000,/p/hdk/archive/sdg74/noa/par_hqm_list_sel_pipe/caliber_nomxlt_noa/SNRB0_SC__VER_39/duet/report/par_hqm_list_sel_pipe_rser_report.txt.gz,5,hqm,F_par_hqm_list_sel_pipe,par_hqm_list_sel_pipe,No Subcell
171,par_hqm_nalb_pipe,par_hqm_nalb_pipe,hqm,2019-06-26,16:42:53.488345000,/p/hdk/archive/sdg74/noa/par_hqm_nalb_pipe/caliber_nomxlt_noa/SNRB0_SC__VER_46/duet/report/par_hqm_nalb_pipe_rser_report.txt.gz,5,hqm,F_par_hqm_nalb_pipe,par_hqm_nalb_pipe,No Subcell
172,par_hqm_qed_pipe,par_hqm_qed_pipe,hqm,2019-06-26,16:35:58.153020000,/p/hdk/archive/sdg74/noa/par_hqm_qed_pipe/caliber_nomxlt_noa/SNRB0_SC__VER_30/duet/report/par_hqm_qed_pipe_rser_report.txt.gz,5,hqm,F_par_hqm_qed_pipe,par_hqm_qed_pipe,No Subcell
173,par_hqm_system,par_hqm_system,hqm,2019-06-27,16:59:46.062325000,/p/hdk/archive/sdg74/noa/par_hqm_system/caliber_nomxlt_noa/SNRB0_SC__VER_39/duet/report/par_hqm_system_rser_report.txt.gz,5,hqm,F_par_hqm_system,par_hqm_system,No Subcell
199,,,scf_ubox,,,,5,scf_ubox,,,
200,cms3_tall_ubox,cms3_tall,scf_ubox,NOT FOUND,NOT FOUND,NOT FOUND,5,scf_ubox,F_cms3_tall,cms3_tall,No Subcell
201,scf_ubox_miscpar,scf_ubox_miscpar,scf_ubox,NOT FOUND,NOT FOUND,NOT FOUND,5,scf_ubox,F_scf_ubox_miscpar,scf_ubox_miscpar,No Subcell
202,uboxpar,uboxpar,scf_ubox,NOT FOUND,NOT FOUND,NOT FOUND,5,scf_ubox,F_uboxpar,uboxpar,No Subcell
143,,,hca,,,,4,hca,,,
144,cpm_top,cpm_top,hca,NOT FOUND,NOT FOUND,NOT FOUND,4,hca,P_hier_seq,cpm_top,sub_template:hca
145,hqm,hqm,hca,NOT FOUND,NOT FOUND,NOT FOUND,4,hca,P_hier_seq,hqm,sub_template:hca
146,parhcachassis,parhcachassis,hca,NOT FOUND,NOT FOUND,NOT FOUND,4,hca,F_parhcachassis,parhcachassis,No Subcell
147,parhcapsf,parhcapsf,hca,NOT FOUND,NOT FOUND,NOT FOUND,4,hca,F_parhcapsf,parhcapsf,No Subcell
148,parhcaws,parhcaws,hca,NOT FOUND,NOT FOUND,NOT FOUND,4,hca,F_parhcaws,parhcaws,No Subcell
149,parhcawsc,parhcawsc,hca,NOT FOUND,NOT FOUND,NOT FOUND,4,hca,F_parhcawsc,parhcawsc,No Subcell
109,,,ibl_ss,,,,4,ibl_ss,,,
110,pariblcse,pariblcse,ibl_ss,NOT FOUND,NOT FOUND,NOT FOUND,4,ibl_ss,F_pariblcse,pariblcse,No Subcell
111,pariblmem,pariblmem,ibl_ss,NOT FOUND,NOT FOUND,NOT FOUND,4,ibl_ss,F_pariblmem,pariblmem,No Subcell
112,pariblsb,pariblsb,ibl_ss,NOT FOUND,NOT FOUND,NOT FOUND,4,ibl_ss,F_pariblsb,pariblsb,No Subcell
113,paribluc,paribluc,ibl_ss,NOT FOUND,NOT FOUND,NOT FOUND,4,ibl_ss,F_paribluc,paribluc,No Subcell
81,,,llcp,,,,4,llcp,,,
82,cha_llsprdatamiddp11s66,cha_llsprdatamiddp11s66,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_llsprdatamiddp11s66,cha_llsprdatamiddp11s66,No Subcell
83,cha_llsprdatamiddp11s72,cha_llsprdatamiddp11s72,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_llsprdatamiddp11s72,cha_llsprdatamiddp11s72,No Subcell
84,cha_llsprlruary11s15w,cha_llsprlruary11s15w,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_llsprlruary11s15w,cha_llsprlruary11s15w,No Subcell
85,cha_llsprstcvbnkx11s20c,cha_llsprstcvbnkx11s20c,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_llsprstcvbnkx11s20c,cha_llsprstcvbnkx11s20c,No Subcell
86,cha_llsprtwolmary11s15w,cha_llsprtwolmary11s15w,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_llsprtwolmary11s15w,cha_llsprtwolmary11s15w,No Subcell
87,cha_rsfsprtagbnk11s35t,cha_rsfsprtagbnk11s35t,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_rsfsprtagbnk11s35t,cha_rsfsprtagbnk11s35t,No Subcell
88,cha_sfsprlruary11s25w,cha_sfsprlruary11s25w,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_sfsprlruary11s25w,cha_sfsprlruary11s25w,No Subcell
89,llcp_cha_sfsprtagbnk11s35t,cha_sfsprtagbnk11s35t,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_sfsprtagbnk11s35t,cha_sfsprtagbnk11s35t,No Subcell
90,cha_sfsprtwolmary11s25w,cha_sfsprtwolmary11s25w,llcp,NOT FOUND,NOT FOUND,NOT FOUND,4,llcp,F_cha_sfsprtwolmary11s25w,cha_sfsprtwolmary11s25w,No Subcell
40,,,mcchanddr,,,,4,mcchanddr,,,
41,parmc2lmddr,parmc2lmddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmc2lmddr,parmc2lmddr,No Subcell
42,parmcdpddr,parmcdpddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmcdpddr,parmcdpddr,No Subcell
43,parmcscbsddr,parmcscbsddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmcscbsddr,parmcscbsddr,No Subcell
44,parmcscpqddr,parmcscpqddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmcscpqddr,parmcscpqddr,No Subcell
45,,,mcchanddr,,,,4,mcchanddr,,,
46,parmc2lmddr,parmc2lmddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmc2lmddr,parmc2lmddr,No Subcell
47,parmcdpddr,parmcdpddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmcdpddr,parmcdpddr,No Subcell
48,parmcscbsddr,parmcscbsddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmcscbsddr,parmcscbsddr,No Subcell
49,parmcscpqddr,parmcscpqddr,mcchanddr,NOT FOUND,NOT FOUND,NOT FOUND,4,mcchanddr,F_parmcscpqddr,parmcscpqddr,No Subcell
237,,,mdf_s_h_0,,,,4,mdf_s_h_0,,,
238,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,No Subcell
239,mdfs_hcp,mdfs_hcp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,No Subcell
240,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,No Subcell
241,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,No Subcell
280,,,mdf_s_v_0,,,,4,mdf_s_v_0,,,
281,mdfs_vchnlp,mdfs_vchnlp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vchnlp,mdfs_vchnlp,No Subcell
282,mdfs_vcp,mdfs_vcp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vcp,mdfs_vcp,No Subcell
283,mdfs_vdatap,mdfs_vdatap,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vdatap,mdfs_vdatap,No Subcell
284,mdfs_vpldp,mdfs_vpldp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vpldp,mdfs_vpldp,No Subcell
285,,,mdf_s_v_0,,,,4,mdf_s_v_0,,,
286,mdfs_vchnlp,mdfs_vchnlp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vchnlp,mdfs_vchnlp,No Subcell
287,mdfs_vcp,mdfs_vcp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vcp,mdfs_vcp,No Subcell
288,mdfs_vdatap,mdfs_vdatap,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vdatap,mdfs_vdatap,No Subcell
289,mdfs_vpldp,mdfs_vpldp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vpldp,mdfs_vpldp,No Subcell
297,,,mdf_s_v_0,,,,4,mdf_s_v_0,,,
298,mdfs_vchnlp,mdfs_vchnlp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vchnlp,mdfs_vchnlp,No Subcell
299,mdfs_vcp,mdfs_vcp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vcp,mdfs_vcp,No Subcell
300,mdfs_vdatap,mdfs_vdatap,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vdatap,mdfs_vdatap,No Subcell
301,mdfs_vpldp,mdfs_vpldp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vpldp,mdfs_vpldp,No Subcell
302,,,mdf_s_v_0,,,,4,mdf_s_v_0,,,
303,mdfs_vchnlp,mdfs_vchnlp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vchnlp,mdfs_vchnlp,No Subcell
304,mdfs_vcp,mdfs_vcp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vcp,mdfs_vcp,No Subcell
305,mdfs_vdatap,mdfs_vdatap,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vdatap,mdfs_vdatap,No Subcell
306,mdfs_vpldp,mdfs_vpldp,mdf_s_v_0,NOT FOUND,NOT FOUND,NOT FOUND,4,mdf_s_v_0,F_mdfs_vpldp,mdfs_vpldp,No Subcell
50,,,parmcdddcacheddr,,,,4,parmcdddcacheddr,,,
51,dd_cha_lldatamiddp76,dd_cha_lldatamiddp76,parmcdddcacheddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcdddcacheddr,F_dd_cha_lldatamiddp76,dd_cha_lldatamiddp76,No Subcell
52,dd_dc_dlr,dd_dc_dlr,parmcdddcacheddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcdddcacheddr,F_dd_dc_dlr,dd_dc_dlr,No Subcell
53,dd_dc_drc,dd_dc_drc,parmcdddcacheddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcdddcacheddr,F_dd_dc_drc,dd_dc_drc,No Subcell
54,dd_dctagbnk11s30t,dd_dctagbnk11s30t,parmcdddcacheddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcdddcacheddr,F_dd_dctagbnk11s30t,dd_dctagbnk11s30t,No Subcell
55,,,parmcddtcachemddr,,,,4,parmcddtcachemddr,,,
56,dd_tc_tlrd,dd_tc_tlrd,parmcddtcachemddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcddtcachemddr,F_dd_tc_tlrd,dd_tc_tlrd,No Subcell
57,dd_tctagbnk11s29t,dd_tctagbnk11s29t,parmcddtcachemddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcddtcachemddr,F_dd_tctagbnk11s29t,dd_tctagbnk11s29t,No Subcell
58,,,parmcddtcachenddr,,,,4,parmcddtcachenddr,,,
59,dd_tcache_datamiddp_wrapper,dd_tcache_datamiddp_wrapper,parmcddtcachenddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcddtcachenddr,F_dd_tcache_datamiddp_wrapper,dd_tcache_datamiddp_wrapper,No Subcell
60,,,parmcddtcachesddr,,,,4,parmcddtcachesddr,,,
61,dd_tcache_datamiddp_wrapper_south,dd_tcache_datamiddp_wrapper,parmcddtcachesddr,NOT FOUND,NOT FOUND,NOT FOUND,4,parmcddtcachesddr,F_dd_tcache_datamiddp_wrapper,dd_tcache_datamiddp_wrapper,No Subcell
242,,,pi5,,,,4,pi5,,,
243,hsphy_wrapper0,hsphy_wrapper0,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_hsphy_wrapper0,hsphy_wrapper0,No Subcell
244,hsphy_wrapper1,hsphy_wrapper1,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_hsphy_wrapper1,hsphy_wrapper1,No Subcell
245,par_ialcm_dp_top,par_ialcm_dp_top,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_par_ialcm_dp_top,par_ialcm_dp_top,No Subcell
246,parfblp,parfblp,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parfblp,parfblp,No Subcell
247,parpi5gen4ll,parpi5gen4ll,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5gen4ll,parpi5gen4ll,No Subcell
248,parpi5gen4pl,parpi5gen4pl,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5gen4pl,parpi5gen4pl,No Subcell
249,parpi5gen4tl,parpi5gen4tl,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5gen4tl,parpi5gen4tl,No Subcell
250,parpi5gen5ll,parpi5gen5ll,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5gen5ll,parpi5gen5ll,No Subcell
251,parpi5gen5tlrx,parpi5gen5tlrx,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5gen5tlrx,parpi5gen5tlrx,No Subcell
252,parpi5gen5tltx,parpi5gen5tltx,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5gen5tltx,parpi5gen5tltx,No Subcell
253,parpi5misc,parpi5misc,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5misc,parpi5misc,No Subcell
254,parpi5psf,parpi5psf,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parpi5psf,parpi5psf,No Subcell
255,parvnlpif,parvnlpif,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parvnlpif,parvnlpif,No Subcell
256,parvnpipe,parvnpipe,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_parvnpipe,parvnpipe,No Subcell
257,phb_filler,phb_filler,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_phb_filler,phb_filler,No Subcell
258,phb_vccfc,phb_vccfc,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_phb_vccfc,phb_vccfc,No Subcell
259,phb_vinf,phb_vinf,pi5,NOT FOUND,NOT FOUND,NOT FOUND,4,pi5,F_phb_vinf,phb_vinf,No Subcell
114,,,punit,,,,4,punit,,,
115,pmsrvr_arrayp,pmsrvr_arrayp,punit,2019-04-18,17:03:18.098238000,/p/hdk/archive/sdg74/noa/pmsrvr_arrayp/caliber_nomxlt_noa/SNRB0_SC__VER_83/duet/report/pmsrvr_arrayp_rser_report.txt.gz,4,punit,F_pmsrvr_arrayp,pmsrvr_arrayp,No Subcell
116,pmsrvr_disptop,pmsrvr_disptop,punit,2019-05-16,17:01:56.861200000,/p/hdk/archive/sdg74/noa/pmsrvr_disptop/caliber_nomxlt_noa/ICXSPXCCC0LATEST/duet/report/pmsrvr_disptop_rser_report.txt.gz,4,punit,F_pmsrvr_disptop,pmsrvr_disptop,No Subcell
117,pmsrvr_fsmsp,pmsrvr_fsmsp,punit,2019-08-06,03:30:15.405765000,/p/hdk/archive/sdg74/noa/pmsrvr_fsmsp/caliber_nomxlt_noa/ICXSPXCCC0_SC__VER_9/duet/report/pmsrvr_fsmsp_rser_report.txt.gz,4,punit,F_pmsrvr_fsmsp,pmsrvr_fsmsp,No Subcell
118,pmsrvr_ioregsp,pmsrvr_ioregsp,punit,2019-06-12,01:59:18.254636000,/p/hdk/archive/sdg74/noa/pmsrvr_ioregsp/caliber_nomxlt_noa/ICXSPXCCC0LATEST/duet/report/pmsrvr_ioregsp_rser_report.txt.gz,4,punit,F_pmsrvr_ioregsp,pmsrvr_ioregsp,No Subcell
119,pmsrvr_srctop,pmsrvr_srctop,punit,NOT FOUND,NOT FOUND,NOT FOUND,4,punit,F_pmsrvr_srctop,pmsrvr_srctop,No Subcell
120,pmsrvr_uctldp,pmsrvr_uctldp,punit,2019-06-11,20:16:44.093102000,/p/hdk/archive/sdg74/noa/pmsrvr_uctldp/caliber_nomxlt_noa/ICXSPXCCC0LATEST/duet/report/pmsrvr_uctldp_rser_report.txt.gz,4,punit,F_pmsrvr_uctldp,pmsrvr_uctldp,No Subcell
174,,,scf_dummy,,,,4,scf_dummy,,,
175,cms3_tall_scf_dummy,cms3_tall,scf_dummy,NOT FOUND,NOT FOUND,NOT FOUND,4,scf_dummy,F_cms3_tall,cms3_tall,No Subcell
176,scf_dummy_miscpar,scf_dummy_miscpar,scf_dummy,NOT FOUND,NOT FOUND,NOT FOUND,4,scf_dummy,F_scf_dummy_miscpar,scf_dummy_miscpar,No Subcell
260,,,scf_dummy,,,,4,scf_dummy,,,
261,cms3_tall_scf_dummy,cms3_tall,scf_dummy,NOT FOUND,NOT FOUND,NOT FOUND,4,scf_dummy,F_cms3_tall,cms3_tall,No Subcell
262,scf_dummy_miscpar,scf_dummy_miscpar,scf_dummy,NOT FOUND,NOT FOUND,NOT FOUND,4,scf_dummy,F_scf_dummy_miscpar,scf_dummy_miscpar,No Subcell
177,,,scf_iocoh,,,,4,scf_iocoh,,,
178,cms3_ncap,cms3_ncap,scf_iocoh,NOT FOUND,NOT FOUND,NOT FOUND,4,scf_iocoh,F_cms3_ncap,cms3_ncap,No Subcell
179,m2iosf_iitcpar,m2iosf_iitcpar,scf_iocoh,2019-08-08,07:06:44.518921000,/p/hdk/archive/sdg74/noa/m2iosf_iitcpar/caliber_nomxlt_noa/ICXSPXCCB0_PDX_VER_80/duet/report/m2iosf_iitcpar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_iitcpar,m2iosf_iitcpar,No Subcell
180,m2iosf_iommupar,m2iosf_iommupar,scf_iocoh,2019-07-31,12:56:35.488427000,/p/hdk/archive/sdg74/noa/m2iosf_iommupar/caliber_nomxlt_noa/ICXSPXCCC0_PDX_VER_3/duet/report/m2iosf_iommupar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_iommupar,m2iosf_iommupar,No Subcell
181,m2iosf_iotcpar,m2iosf_iotcpar,scf_iocoh,2019-08-06,22:45:49.962520000,/p/hdk/archive/sdg74/noa/m2iosf_iotcpar/caliber_nomxlt_noa/ICXSPXCCC0_PDX_VER_0/duet/report/m2iosf_iotcpar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_iotcpar,m2iosf_iotcpar,No Subcell
182,m2iosf_irppar,m2iosf_irppar,scf_iocoh,2019-06-24,19:38:16.914570000,/p/hdk/archive/sdg74/noa/m2iosf_irppar/caliber_nomxlt_noa/SNRB0_PDX_VER_54/duet/report/m2iosf_irppar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_irppar,m2iosf_irppar,No Subcell
183,m2iosf_m2pciepar,m2iosf_m2pciepar,scf_iocoh,2019-06-22,17:14:11.740598000,/p/hdk/archive/sdg74/noa/m2iosf_m2pciepar/caliber_nomxlt_noa/SNRB0TI/duet/report/m2iosf_m2pciepar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_m2pciepar,m2iosf_m2pciepar,No Subcell
184,m2iosf_miscpar,m2iosf_miscpar_iocoh,scf_iocoh,2017-05-11,12:06:00.456872000,/p/hdk/archive/sdg74/noa/m2iosf_miscpar_iocoh/caliber_noa/KNHA0_PDX_VER_4/duet/report/m2iosf_miscpar_iocoh_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_miscpar_iocoh,m2iosf_miscpar_iocoh,No Subcell
263,,,scf_iocoh,,,,4,scf_iocoh,,,
264,cms3_ncap,cms3_ncap,scf_iocoh,NOT FOUND,NOT FOUND,NOT FOUND,4,scf_iocoh,F_cms3_ncap,cms3_ncap,No Subcell
265,m2iosf_iitcpar,m2iosf_iitcpar,scf_iocoh,2019-08-08,07:06:44.518921000,/p/hdk/archive/sdg74/noa/m2iosf_iitcpar/caliber_nomxlt_noa/ICXSPXCCB0_PDX_VER_80/duet/report/m2iosf_iitcpar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_iitcpar,m2iosf_iitcpar,No Subcell
266,m2iosf_iommupar,m2iosf_iommupar,scf_iocoh,2019-07-31,12:56:35.488427000,/p/hdk/archive/sdg74/noa/m2iosf_iommupar/caliber_nomxlt_noa/ICXSPXCCC0_PDX_VER_3/duet/report/m2iosf_iommupar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_iommupar,m2iosf_iommupar,No Subcell
267,m2iosf_iotcpar,m2iosf_iotcpar,scf_iocoh,2019-08-06,22:45:49.962520000,/p/hdk/archive/sdg74/noa/m2iosf_iotcpar/caliber_nomxlt_noa/ICXSPXCCC0_PDX_VER_0/duet/report/m2iosf_iotcpar_rser_report.txt.gz,4,scf_iocoh,F_m2iosf_iotcpar,m2iosf_iotcpar,No Subcell
