,Row,# inputs #,Unit_Name,Subunit_Src_Sheet,Subunit_Name,Description,# Instance Counts + Scaling Values #,Instance_Count,Scaling,SOFA_Voltage,Use_Voltage,GOT_GB,# User AVF Override #,User_SBU_SDC_AVF,User_SBU_DUE_AVF,User_MBU_SDC_AVF,User_MBU_DUE_AVF,# User FIT Override #,User_SBU_SDC,User_SBU_DUE,User_MBU_SDC,User_MBU_DUE,# Block Details (reported by source sheet) #,Latch_Bits,Flop_Bits,Domino_Bits,RF_Bits,Cache_Bits,SDL_Bits,Total_Bits,# Protections #,Protection_Type,FlopLatch_Protection,DFX_Fraction,PerfOnly_Fraction,Interleave_Level,# Total Bit Sumamry (All instances) #,RU_Latch_Bits,RU_Flop_Bits,RU_Domino_Bits,RU_RF_Bits,RU_Cache_Bits,RU_SDL_Bits,RU_Total_Bits,# Voltage / GOT Scaling #,Voltage_Scaling,GOT_Scaling,Total_Scaling,# Per Instance Raw FIT #,# Raw FIT #,# Intermediate Values #,Int_SBU_SDC,Int_SBU_DUE,Int_MBU_SDC,Int_MBU_DUE,Int_Scaled_Instances,SEQ_AVF,SBU_SDC_AVF,SBU_DUE_AVF,MBU_SDC_AVF,MBU_DUE_AVF,TDF,SEQ_AVF_Wt,SBU_SDC_AVF_Wt,SBU_DUE_AVF_Wt,MBU_SDC_AVF_Wt,MBU_DUE_AVF_Wt,TDF_Wt,# SBU Total #,SBU_SDC,SBU_DUE,# MBU Total #,MBU_SDC,MBU_DUE,# Grand Total #,Total_SDC,Total_DUE,end,Unnamed: 0,name,template,physical_parent,date,time,path,level,comment
165,165.0,,upi_1x,F_ktiphlnp,ktiphlnp,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,207,ktiphlnp,ktiphlnp,upi_1x,2019-09-24,18:19:07.286503000,/p/hdk/archive/sdg74/noa/ktiphlnp/fev_rtl2net_noa/SPRSPXCCA0_IIN_VER_37/collateral/netlist/ktiphlnp.vg.gz,4,No Subcell
166,166.0,,upi_1x,F_m2upi_bgf_wrapper,m2upi_bgf_wrapper,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,162.0,1000.0,0.0,0.0,0.0,0.0,1162.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,162.0,1000.0,0.0,0.0,0.0,0.0,1162.0,,1.0,1.0,1.0,,,,0.006139722960000005,0.0,0,0,1.0,0.12000000000000031,0.1699999999999999,1,1,1,0.5,139.44000000000037,0.0010437529032000003,0.0,0,0,581.0,,0.006139722960000005,0.0,,0.0,0.0,,0.006139722960000005,0.0,,208,m2upi_bgf_wrapper,m2upi_bgf_wrapper,upi_1x,2019-09-23,07:28:43.737144000,/p/hdk/archive/sdg74/noa/m2upi_bgf_wrapper/fev_rtl2net_noa/SPRSPXCCA0_IIN_VER_44/collateral/netlist/m2upi_bgf_wrapper.vg.gz,4,No Subcell
167,167.0,,upi_1x,F_m2upichp,m2upichp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,2626.0,36484.0,0.0,0.0,0.0,0.0,39110.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,2626.0,36484.0,0.0,0.0,0.0,0.0,39110.0,,1.0,1.0,1.0,,,,0.33854267171339936,0.0,0,0,1.0,0.11999999999999832,0.17000000000000026,1,1,1,0.5,4693.199999999934,0.05755225419127798,0.0,0,0,19555.0,,0.33854267171339936,0.0,,0.0,0.0,,0.33854267171339936,0.0,,209,m2upichp,m2upichp,upi_1x,2019-09-24,16:06:34.946986000,/p/hdk/archive/sdg74/noa/m2upichp/fev_rtl2net_noa/SPRSPXCCA0_IIN_VER_30/collateral/netlist/m2upichp.vg.gz,4,No Subcell
168,168.0,,upi_1x,F_m2upiddp,m2upiddp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,9847.0,55772.0,0.0,0.0,0.0,0.0,65619.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,9847.0,55772.0,0.0,0.0,0.0,0.0,65619.0,,1.0,1.0,1.0,,,,0.4897166840874001,0.0,0,0,1.0,0.11999999999999897,0.17000000000000015,1,1,1,0.5,7874.279999999932,0.08325183629485809,0.0,0,0,32809.5,,0.4897166840874001,0.0,,0.0,0.0,,0.4897166840874001,0.0,,210,m2upiddp,m2upiddp,upi_1x,2019-09-25,18:03:26.114643000,/p/hdk/archive/sdg74/noa/m2upiddp/fev_rtl2net_noa/SPRSPXCCA0_IIN_VER_30/collateral/netlist/m2upiddp.vg.gz,4,No Subcell
169,169.0,,upi_1x,F_miscp,miscp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,925.0,16602.0,0.0,0.0,0.0,0.0,17527.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,925.0,16602.0,0.0,0.0,0.0,0.0,17527.0,,1.0,1.0,1.0,,,,0.1882043292359999,0.0,0,0,1.0,0.11999999999999839,0.17000000000000015,1,1,1,0.5,2103.2399999999716,0.03199473597012001,0.0,0,0,8763.5,,0.1882043292359999,0.0,,0.0,0.0,,0.1882043292359999,0.0,,211,miscp,miscp,upi_1x,2019-09-25,03:03:58.136393000,/p/hdk/archive/sdg74/noa/miscp/fev_rtl2net_noa/SPRSPXCCA0_IIN_VER_44/collateral/netlist/miscp.vg.gz,4,No Subcell
170,170.0,,upinvinf,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,212,,,upinvinf,,,,4,
171,171.0,,upinvinf,F_vchcfc_mdf45,vchcfc_mdf45,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,213,vchcfc_mdf45,vchcfc_mdf45,upinvinf,2019-09-26,10:02:14.468801000,/p/hdk/archive/sdg74/noa/vchcfc_mdf45/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_43/collateral/netlist/vchcfc_mdf45.vg.gz,4,No Subcell
172,172.0,,llchspr,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,74,,,llchspr,,,,3,
173,173.0,,llchspr,F_cha_chassisp,cha_chassisp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1642.0,30463.0,0.0,0.0,0.0,0.0,32105.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1642.0,30463.0,0.0,0.0,0.0,0.0,32105.0,,1.0,1.0,1.0,,,,0.3436058172371995,0.0,0,0,1.0,0.1199999999999988,0.17000000000000012,1,1,1,0.5,3852.5999999999617,0.05841298893032396,0.0,0,0,16052.5,,0.3436058172371995,0.0,,0.0,0.0,,0.3436058172371995,0.0,,75,cha_chassisp,cha_chassisp,llchspr,2019-09-26,22:07:20.405334000,/p/hdk/archive/sdg74/noa/cha_chassisp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_77/collateral/netlist/cha_chassisp.vg.gz,3,No Subcell
174,174.0,,llchspr,F_cha_datap,cha_datap,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,15309.0,13786.0,0.0,0.0,0.0,0.0,29095.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,15309.0,13786.0,0.0,0.0,0.0,0.0,29095.0,,1.0,1.0,1.0,,,,0.15522874987199964,0.0,0,0,1.0,0.11999999999999897,0.17000000000000062,1,1,1,0.5,3491.39999999997,0.026388887478240034,0.0,0,0,14547.5,,0.15522874987199964,0.0,,0.0,0.0,,0.15522874987199964,0.0,,76,cha_datap,cha_datap,llchspr,2019-09-26,09:41:15.130553000,/p/hdk/archive/sdg74/noa/cha_datap/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_86/collateral/netlist/cha_datap.vg.gz,3,No Subcell
175,175.0,,llchspr,F_cha_pipep,cha_pipep,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,7353.0,29141.0,0.0,0.0,0.0,0.0,36494.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,7353.0,29141.0,0.0,0.0,0.0,0.0,36494.0,,1.0,1.0,1.0,,,,0.32136628385400084,0.0,0,0,1.0,0.11999999999999877,0.16999999999999954,1,1,1,0.5,4379.279999999955,0.05463226825517999,0.0,0,0,18247.0,,0.32136628385400084,0.0,,0.0,0.0,,0.32136628385400084,0.0,,77,cha_pipep,cha_pipep,llchspr,2019-09-26,16:31:06.534208000,/p/hdk/archive/sdg74/noa/cha_pipep/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_103/collateral/netlist/cha_pipep.vg.gz,3,No Subcell
176,176.0,,llchspr,F_cha_pldp,cha_pldp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,26497.0,30535.0,0.0,0.0,0.0,0.0,57032.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,26497.0,30535.0,0.0,0.0,0.0,0.0,57032.0,,1.0,1.0,1.0,,,,0.3217477959360006,0.0,0,0,1.0,0.11999999999999898,0.1699999999999997,1,1,1,0.5,6843.839999999942,0.05469712530912001,0.0,0,0,28516.0,,0.3217477959360006,0.0,,0.0,0.0,,0.3217477959360006,0.0,,78,cha_pldp,cha_pldp,llchspr,2019-09-26,22:54:31.838826000,/p/hdk/archive/sdg74/noa/cha_pldp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_69/collateral/netlist/cha_pldp.vg.gz,3,No Subcell
177,177.0,,llchspr,P_hier_seq,llcp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,{nan},{nan},,,{nan},,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,0,0,0,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,79,llcp,llcp,llchspr,2019-09-25,17:35:58.566057000,/p/hdk/archive/sdg74/noa/llcp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_34/collateral/netlist/llcp.vg.gz,3,sub_template:llchspr
178,178.0,,llchspr,P_hier_seq,sfp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,{nan},{nan},,,{nan},,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,0,0,0,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,80,sfp,sfp,llchspr,2019-09-26,15:30:54.892133000,/p/hdk/archive/sdg74/noa/sfp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_72/collateral/netlist/sfp.vg.gz,3,sub_template:llchspr
179,179.0,,mcddr_mee,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,25,,,mcddr_mee,,,,3,
180,180.0,,mcddr_mee,P_hier_seq,mcchanddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,17730.0,202084.0,0.0,0.0,0.0,0.0,219814.0,,"{nan, ""{'NONE'}""}","{nan, ""{'NONE'}""}",0.0,0.0,"{nan, '{1.0}'}",,17730.0,202084.0,0.0,0.0,0.0,0.0,219814.0,,1.0,1.0,1.0,,,,2.0007445270344,0.0,0.0,0.0,1.0,1,1,1,1,1,0.5,219814.0,2.0007445270344,0.0,0.0,0.0,109907.0,,2.0007445270344,0.0,,0.0,0.0,,2.0007445270344,0.0,,26,mcchanddr1,mcchanddr,mcddr_mee,2019-09-27,02:01:02.487724000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/mcchanddr.vg.gz,3,sub_template:mcddr_mee
181,181.0,,mcddr_mee,P_hier_seq,mcchanddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,17730.0,202084.0,0.0,0.0,0.0,0.0,219814.0,,"{nan, ""{'NONE'}""}","{nan, ""{'NONE'}""}",0.0,0.0,"{nan, '{1.0}'}",,17730.0,202084.0,0.0,0.0,0.0,0.0,219814.0,,1.0,1.0,1.0,,,,2.0007445270344,0.0,0.0,0.0,1.0,1,1,1,1,1,0.5,219814.0,2.0007445270344,0.0,0.0,0.0,109907.0,,2.0007445270344,0.0,,0.0,0.0,,2.0007445270344,0.0,,27,mcchanddr0,mcchanddr,mcddr_mee,2019-09-27,02:01:02.487724000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/mcchanddr.vg.gz,3,sub_template:mcddr_mee
182,182.0,,mcddr_mee,F_parmcddbotddr,parmcddbotddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1865.0,14945.0,0.0,0.0,0.0,0.0,16810.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1865.0,14945.0,0.0,0.0,0.0,0.0,16810.0,,1.0,1.0,1.0,,,,0.12898912367040008,0.0,0,0,1.0,0.11999999999999897,0.17000000000000007,1,1,1,0.5,2017.1999999999828,0.021928151023968022,0.0,0,0,8405.0,,0.12898912367040008,0.0,,0.0,0.0,,0.12898912367040008,0.0,,28,parmcddbotddr,parmcddbotddr,mcddr_mee,2019-09-27,02:01:02.277724000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcddbotddr.vg.gz,3,No Subcell
183,183.0,,mcddr_mee,P_hier_seq,parmcdddcacheddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,40.0,3.0,0.0,0.0,0.0,0.0,43.0,,"{nan, ""{'NONE'}""}","{nan, ""{'NONE'}""}",0.0,0.0,"{nan, '{1.0}'}",,40.0,3.0,0.0,0.0,0.0,0.0,43.0,,1.0,1.0,1.0,,,,0.00011672052,0.0,0.0,0.0,1.0,1,1,1,1,1,0.5,43.0,0.00011672052,0.0,0.0,0.0,21.5,,0.00011672052,0.0,,0.0,0.0,,0.00011672052,0.0,,29,parmcdddcacheddr,parmcdddcacheddr,mcddr_mee,2019-09-27,02:01:02.206742000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcdddcacheddr.vg.gz,3,sub_template:mcddr_mee
184,184.0,,mcddr_mee,P_hier_seq,parmcddtcachemddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,{nan},{nan},,,{nan},,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,0,0,0,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,30,parmcddtcachemddr,parmcddtcachemddr,mcddr_mee,2019-09-27,02:01:02.178723000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcddtcachemddr.vg.gz,3,sub_template:mcddr_mee
185,185.0,,mcddr_mee,P_hier_seq,parmcddtcachenddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,{nan},{nan},,,{nan},,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,0,0,0,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,31,parmcddtcachenddr,parmcddtcachenddr,mcddr_mee,2019-09-27,02:01:02.278723000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcddtcachenddr.vg.gz,3,sub_template:mcddr_mee
186,186.0,,mcddr_mee,P_hier_seq,parmcddtcachesddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,{nan},{nan},,,{nan},,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,0,0,0,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,32,parmcddtcachesddr,parmcddtcachesddr,mcddr_mee,2019-09-27,02:01:01.981723000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcddtcachesddr.vg.gz,3,sub_template:mcddr_mee
187,187.0,,mcddr_mee,F_parmcddtopddr,parmcddtopddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,964.0,8001.0,0.0,0.0,0.0,0.0,8965.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,964.0,8001.0,0.0,0.0,0.0,0.0,8965.0,,1.0,1.0,1.0,,,,0.08640672558000004,0.0,0,0,1.0,0.11999999999999865,0.16999999999999998,1,1,1,0.5,1075.799999999988,0.014689143348600005,0.0,0,0,4482.5,,0.08640672558000004,0.0,,0.0,0.0,,0.08640672558000004,0.0,,33,parmcddtopddr,parmcddtopddr,mcddr_mee,2019-09-27,02:01:02.211724000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcddtopddr.vg.gz,3,No Subcell
188,188.0,,mcddr_mee,F_parmcdfxbgfddr,parmcdfxbgfddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,4249.0,24715.0,0.0,0.0,0.0,0.0,28964.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,4249.0,24715.0,0.0,0.0,0.0,0.0,28964.0,,1.0,1.0,1.0,,,,0.21037962330420013,0.0,0,0,1.0,0.11999999999999916,0.16999999999999985,1,1,1,0.5,3475.6799999999757,0.035764535961713986,0.0,0,0,14482.0,,0.21037962330420013,0.0,,0.0,0.0,,0.21037962330420013,0.0,,34,parmcdfxbgfddr,parmcdfxbgfddr,mcddr_mee,2019-09-27,02:01:02.192725000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcdfxbgfddr.vg.gz,3,No Subcell
189,189.0,,mcddr_mee,F_parmcdfxinfddr,parmcdfxinfddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1600.0,21901.0,0.0,0.0,0.0,0.0,23501.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1600.0,21901.0,0.0,0.0,0.0,0.0,23501.0,,1.0,1.0,1.0,,,,0.20763529654980004,0.0,0,0,1.0,0.11999999999999868,0.17,1,1,1,0.5,2820.119999999969,0.03529800041346601,0.0,0,0,11750.5,,0.20763529654980004,0.0,,0.0,0.0,,0.20763529654980004,0.0,,35,parmcdfxinfddr,parmcdfxinfddr,mcddr_mee,2019-09-27,02:01:02.307730000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcdfxinfddr.vg.gz,3,No Subcell
190,190.0,,mcddr_mee,F_parmchchanddr,parmchchanddr,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,36,parmchchanddr,parmchchanddr,mcddr_mee,2019-09-27,02:01:02.093723000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmchchanddr.vg.gz,3,No Subcell
191,191.0,,mcddr_mee,F_parmcsmeeddr,parmcsmeeddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,16715.0,35481.0,0.0,0.0,0.0,0.0,52196.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,16715.0,35481.0,0.0,0.0,0.0,0.0,52196.0,,1.0,1.0,1.0,,,,0.43722745059,0.0,0,0,1.0,0.11999999999999915,0.1700000000000002,1,1,1,0.5,6263.519999999956,0.07432866660030009,0.0,0,0,26098.0,,0.43722745059,0.0,,0.0,0.0,,0.43722745059,0.0,,37,parmcsmeeddr1,parmcsmeeddr,mcddr_mee,2019-09-27,02:01:02.128722000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcsmeeddr.vg.gz,3,No Subcell
192,192.0,,mcddr_mee,F_parmcsmeeddr,parmcsmeeddr,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,16715.0,35481.0,0.0,0.0,0.0,0.0,52196.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,16715.0,35481.0,0.0,0.0,0.0,0.0,52196.0,,1.0,1.0,1.0,,,,0.43722745059,0.0,0,0,1.0,0.11999999999999915,0.1700000000000002,1,1,1,0.5,6263.519999999956,0.07432866660030009,0.0,0,0,26098.0,,0.43722745059,0.0,,0.0,0.0,,0.43722745059,0.0,,38,parmcsmeeddr0,parmcsmeeddr,mcddr_mee,2019-09-27,02:01:02.128722000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcsmeeddr.vg.gz,3,No Subcell
193,193.0,,mcddr_mee,F_parmcvchanddr,parmcvchanddr,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,0,0,0,0,0,0,0,,set(),set(),,,set(),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,,,,0,0,0,0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,39,parmcvchanddr,parmcvchanddr,mcddr_mee,2019-09-27,02:01:02.036747000,/p/hdk/archive/sdg74/noa/mcddr_mee/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_39/collateral/netlist/parmcvchanddr.vg.gz,3,No Subcell
194,194.0,,mdf_s_h_0,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,339,,,mdf_s_h_0,,,,3,
195,195.0,,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,1.0,1.0,1.0,,,,0.009501665879999994,0.0,0,0,1.0,0.12000000000000015,0.1700000000000001,1,1,1,0.5,237.6000000000003,0.0016152831995999998,0.0,0,0,990.0,,0.009501665879999994,0.0,,0.0,0.0,,0.009501665879999994,0.0,,340,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,2019-09-15,21:32:55.028940000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hchnlp.vg.gz,3,No Subcell
196,196.0,,mdf_s_h_0,F_mdfs_hcp,mdfs_hcp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,1423.0,33855.0,0.0,0.0,0.0,0.0,35278.0,,1.0,1.0,1.0,,,,0.32832696292199964,0.0,0,0,1.0,0.11999999999999844,0.16999999999999998,1,1,1,0.5,4233.359999999945,0.05581558369673993,0.0,0,0,17639.0,,0.32832696292199964,0.0,,0.0,0.0,,0.32832696292199964,0.0,,341,mdfs_hcp,mdfs_hcp,mdf_s_h_0,2019-09-23,17:54:16.264759000,/p/hdk/archive/sdg74/noa/mdfs_hcp/fev_rtl2net_noa/SPRSPXCCA0_SC__VER_43/collateral/netlist/mdfs_hcp.vg.gz,3,No Subcell
197,197.0,,mdf_s_h_0,F_mdfs_hdatap,mdfs_hdatap,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,3025.0,2527.0,0.0,0.0,0.0,0.0,5552.0,,1.0,1.0,1.0,,,,0.024154502399999993,0.0,0,0,1.0,0.12000000000000045,0.16999999999999993,1,1,1,0.5,666.2400000000025,0.004106265407999997,0.0,0,0,2776.0,,0.024154502399999993,0.0,,0.0,0.0,,0.024154502399999993,0.0,,342,mdfs_hdatap,mdfs_hdatap,mdf_s_h_0,2019-09-15,21:32:55.000939000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hdatap.vg.gz,3,No Subcell
198,198.0,,mdf_s_h_0,F_mdfs_hpldp,mdfs_hpldp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,13346.0,14414.0,0.0,0.0,0.0,0.0,27760.0,,1.0,1.0,1.0,,,,0.1556080553160003,0.0,0,0,1.0,0.11999999999999893,0.16999999999999943,1,1,1,0.5,3331.1999999999703,0.026453369403719965,0.0,0,0,13880.0,,0.1556080553160003,0.0,,0.0,0.0,,0.1556080553160003,0.0,,343,mdfs_hpldp,mdfs_hpldp,mdf_s_h_0,2019-09-15,21:32:54.856945000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hpldp.vg.gz,3,No Subcell
199,199.0,,mdf_s_h_0,,,,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,350,,,mdf_s_h_0,,,,3,
200,200.0,,mdf_s_h_0,F_mdfs_hchnlp,mdfs_hchnlp,# nan,,1.0,1.0,0.8,0.8,0.0,,,,,,,,,,,,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,{'NONE'},{'NONE'},0.0,0.0,{1.0},,540.0,1440.0,0.0,0.0,0.0,0.0,1980.0,,1.0,1.0,1.0,,,,0.009501665879999994,0.0,0,0,1.0,0.12000000000000015,0.1700000000000001,1,1,1,0.5,237.6000000000003,0.0016152831995999998,0.0,0,0,990.0,,0.009501665879999994,0.0,,0.0,0.0,,0.009501665879999994,0.0,,351,mdfs_hchnlp,mdfs_hchnlp,mdf_s_h_0,2019-09-15,21:32:55.028940000,/p/hdk/archive/sdg74/noa/mdf_s_h_0/fev_rtl2net_noa/SPRSPXCCA0_PDX_VER_11/collateral/netlist/mdfs_hchnlp.vg.gz,3,No Subcell
